SPEED_INFO {time_x : 2164398, time_y : 2164399, speed_x : -0.0, speed_y : -0.0, valid : 1}
RAW_SENSOR {time : 2164496, sensor_id : 0, delta_x : 0, delta_y : 0, squal : 83, lift : 0, product_id : 66, srom_id : 4}
RAW_SENSOR {time : 2164497, sensor_id : 1, delta_x : 0, delta_y : 0, squal : 50, lift : 0, product_id : 66, srom_id : 4}
MOTOR_SETPOINT {time : 2164497, motor_x : 0.0, motor_y : 0.0}
SPEED_INFO {time_x : 2164509, time_y : 2164510, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164511, time_y : 2164512, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164513, time_y : 2164514, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164515, time_y : 2164516, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164517, time_y : 2164518, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164519, time_y : 2164520, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164521, time_y : 2164522, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164522, time_y : 2164523, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164524, time_y : 2164525, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164526, time_y : 2164527, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164528, time_y : 2164529, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164530, time_y : 2164531, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164532, time_y : 2164533, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164534, time_y : 2164535, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164536, time_y : 2164537, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164538, time_y : 2164539, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164540, time_y : 2164541, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164542, time_y : 2164543, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164544, time_y : 2164545, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164546, time_y : 2164547, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164548, time_y : 2164549, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164550, time_y : 2164551, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164552, time_y : 2164553, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164554, time_y : 2164555, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164556, time_y : 2164557, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164558, time_y : 2164559, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164560, time_y : 2164561, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164562, time_y : 2164563, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164564, time_y : 2164565, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164566, time_y : 2164567, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164568, time_y : 2164568, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164569, time_y : 2164570, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164571, time_y : 2164572, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164573, time_y : 2164574, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164575, time_y : 2164576, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164577, time_y : 2164578, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164579, time_y : 2164580, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164581, time_y : 2164582, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164583, time_y : 2164584, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164585, time_y : 2164586, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164587, time_y : 2164588, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164589, time_y : 2164590, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164591, time_y : 2164592, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164593, time_y : 2164594, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164595, time_y : 2164596, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164597, time_y : 2164598, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164599, time_y : 2164600, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164601, time_y : 2164602, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164603, time_y : 2164604, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164605, time_y : 2164606, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164607, time_y : 2164608, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164609, time_y : 2164610, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164611, time_y : 2164612, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164613, time_y : 2164614, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164615, time_y : 2164615, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164616, time_y : 2164617, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164618, time_y : 2164619, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164620, time_y : 2164621, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164622, time_y : 2164623, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164624, time_y : 2164625, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164626, time_y : 2164627, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164628, time_y : 2164629, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164630, time_y : 2164631, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164632, time_y : 2164633, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164634, time_y : 2164635, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164636, time_y : 2164637, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164638, time_y : 2164639, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164640, time_y : 2164641, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164642, time_y : 2164643, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164644, time_y : 2164645, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164646, time_y : 2164647, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164648, time_y : 2164649, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164650, time_y : 2164651, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164652, time_y : 2164653, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164654, time_y : 2164655, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164656, time_y : 2164657, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164658, time_y : 2164659, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164660, time_y : 2164660, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164661, time_y : 2164662, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164663, time_y : 2164664, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164665, time_y : 2164666, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164667, time_y : 2164668, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164669, time_y : 2164670, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164671, time_y : 2164672, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164673, time_y : 2164674, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164675, time_y : 2164676, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164677, time_y : 2164678, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164679, time_y : 2164680, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164681, time_y : 2164682, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164683, time_y : 2164684, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164685, time_y : 2164686, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164687, time_y : 2164688, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164689, time_y : 2164690, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164691, time_y : 2164692, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164693, time_y : 2164694, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164695, time_y : 2164696, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164697, time_y : 2164698, speed_x : -0.0, speed_y : -0.0, valid : 1}
HEARTBEAT {mode : 0, time : 2164702}
SPEED_SETPOINT {setpoint_x : 0.0, setpoint_y : 0.0}
RAW_SENSOR {time : 2164697, sensor_id : 0, delta_x : 0, delta_y : 0, squal : 86, lift : 0, product_id : 66, srom_id : 4}
RAW_SENSOR {time : 2164698, sensor_id : 1, delta_x : 0, delta_y : 0, squal : 50, lift : 0, product_id : 66, srom_id : 4}
MOTOR_SETPOINT {time : 2164698, motor_x : 0.0, motor_y : 0.0}
SPEED_INFO {time_x : 2164710, time_y : 2164711, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164712, time_y : 2164713, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164714, time_y : 2164715, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164716, time_y : 2164717, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164718, time_y : 2164719, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164720, time_y : 2164721, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164722, time_y : 2164723, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164723, time_y : 2164724, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164725, time_y : 2164726, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164727, time_y : 2164728, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164729, time_y : 2164730, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164731, time_y : 2164732, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164733, time_y : 2164734, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164735, time_y : 2164736, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164737, time_y : 2164738, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164739, time_y : 2164740, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164741, time_y : 2164742, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164743, time_y : 2164744, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164745, time_y : 2164746, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164747, time_y : 2164748, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164749, time_y : 2164750, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164751, time_y : 2164752, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164753, time_y : 2164754, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164755, time_y : 2164756, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164757, time_y : 2164758, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164759, time_y : 2164760, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164761, time_y : 2164762, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164763, time_y : 2164764, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164765, time_y : 2164766, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164767, time_y : 2164768, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164769, time_y : 2164769, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164770, time_y : 2164771, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164772, time_y : 2164773, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164774, time_y : 2164775, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164776, time_y : 2164777, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164778, time_y : 2164779, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164780, time_y : 2164781, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164782, time_y : 2164783, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164784, time_y : 2164785, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164786, time_y : 2164787, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164788, time_y : 2164789, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164790, time_y : 2164791, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164792, time_y : 2164793, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164794, time_y : 2164795, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164796, time_y : 2164797, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164798, time_y : 2164799, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164800, time_y : 2164801, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164802, time_y : 2164803, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164804, time_y : 2164805, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164806, time_y : 2164807, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164808, time_y : 2164809, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164810, time_y : 2164811, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164812, time_y : 2164813, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164814, time_y : 2164815, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164816, time_y : 2164816, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164817, time_y : 2164818, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164819, time_y : 2164820, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164821, time_y : 2164822, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164823, time_y : 2164824, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164825, time_y : 2164826, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164827, time_y : 2164828, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164829, time_y : 2164830, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164831, time_y : 2164832, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164833, time_y : 2164834, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164835, time_y : 2164836, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164837, time_y : 2164838, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164839, time_y : 2164840, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164841, time_y : 2164842, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164843, time_y : 2164844, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164845, time_y : 2164846, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164847, time_y : 2164848, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164849, time_y : 2164850, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164851, time_y : 2164852, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164853, time_y : 2164854, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164855, time_y : 2164856, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164857, time_y : 2164858, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164859, time_y : 2164860, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164861, time_y : 2164861, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164862, time_y : 2164863, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164864, time_y : 2164865, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164866, time_y : 2164867, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164868, time_y : 2164869, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164870, time_y : 2164871, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164872, time_y : 2164873, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164874, time_y : 2164875, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164876, time_y : 2164877, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164878, time_y : 2164879, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164880, time_y : 2164881, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164882, time_y : 2164883, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164884, time_y : 2164885, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164886, time_y : 2164887, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164888, time_y : 2164889, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164890, time_y : 2164891, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164892, time_y : 2164893, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164894, time_y : 2164895, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2164896, time_y : 2164897, speed_x : -0.0, speed_y : -0.0, valid : 1}
HEARTBEAT {mode : 0, time : 2164901}
SPEED_SETPOINT {setpoint_x : 0.0, setpoint_y : 0.0}
RAW_SENSOR {time : 2164896, sensor_id : 0, delta_x : 0, delta_y : 0, squal : 85, lift : 0, product_id : 66, srom_id : 4}
RAW_SENSOR {time : 2164897, sensor_id : 1, delta_x : 0, delta_y : 0, squal : 53, lift : 0, product_id : 66, srom_id : 4}
MOTOR_SETPOINT {time : 2164897, motor_x : 0.0, motor_y : 0.0}
