SPEED_INFO {time_x : 3059, time_y : 3060, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3356, time_y : 3357, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3358, time_y : 3359, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3360, time_y : 3361, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3362, time_y : 3363, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3364, time_y : 3365, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3366, time_y : 3366, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3367, time_y : 3368, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3369, time_y : 3370, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3371, time_y : 3372, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3373, time_y : 3374, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3375, time_y : 3376, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3377, time_y : 3378, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3379, time_y : 3380, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3381, time_y : 3382, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3383, time_y : 3384, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3385, time_y : 3386, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3387, time_y : 3388, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3389, time_y : 3390, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3391, time_y : 3392, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3393, time_y : 3394, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3395, time_y : 3396, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3397, time_y : 3398, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3399, time_y : 3400, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3401, time_y : 3402, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3403, time_y : 3404, speed_x : -0.0, speed_y : -0.0, valid : 1}
HEARTBEAT {mode : 0, time : 3408}
SPEED_SETPOINT {setpoint_x : 0.0, setpoint_y : 0.0}
RAW_SENSOR {time : 3403, sensor_id : 0, delta_x : 0, delta_y : 0, squal : 78, lift : 0, product_id : 66, srom_id : 4}
RAW_SENSOR {time : 3404, sensor_id : 1, delta_x : 0, delta_y : 0, squal : 49, lift : 0, product_id : 66, srom_id : 4}
MOTOR_SETPOINT {time : 3404, motor_x : 0.0, motor_y : 0.0}
SPEED_INFO {time_x : 3416, time_y : 3417, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3418, time_y : 3419, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3420, time_y : 3421, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3422, time_y : 3423, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3424, time_y : 3425, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3426, time_y : 3427, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3428, time_y : 3429, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3429, time_y : 3430, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3431, time_y : 3432, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3433, time_y : 3434, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3435, time_y : 3436, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3437, time_y : 3438, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3439, time_y : 3440, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3441, time_y : 3442, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3443, time_y : 3444, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3445, time_y : 3446, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3447, time_y : 3448, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3449, time_y : 3450, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3451, time_y : 3452, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3453, time_y : 3454, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3455, time_y : 3456, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3457, time_y : 3458, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3459, time_y : 3460, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3461, time_y : 3462, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3463, time_y : 3464, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3465, time_y : 3466, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3467, time_y : 3468, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3469, time_y : 3470, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3471, time_y : 3472, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3473, time_y : 3474, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3475, time_y : 3475, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3476, time_y : 3477, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3478, time_y : 3479, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3480, time_y : 3481, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3482, time_y : 3483, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3484, time_y : 3485, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3486, time_y : 3487, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3488, time_y : 3489, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3490, time_y : 3491, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3492, time_y : 3493, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3494, time_y : 3495, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3496, time_y : 3497, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3498, time_y : 3499, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3500, time_y : 3501, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3502, time_y : 3503, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3504, time_y : 3505, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3506, time_y : 3507, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3508, time_y : 3509, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3510, time_y : 3511, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3512, time_y : 3513, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3514, time_y : 3515, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3516, time_y : 3517, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3518, time_y : 3519, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3520, time_y : 3521, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3522, time_y : 3522, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3523, time_y : 3524, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3525, time_y : 3526, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3527, time_y : 3528, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3529, time_y : 3530, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3531, time_y : 3532, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3533, time_y : 3534, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3535, time_y : 3536, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3537, time_y : 3538, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3539, time_y : 3540, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3541, time_y : 3542, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3543, time_y : 3544, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3545, time_y : 3546, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3547, time_y : 3548, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3549, time_y : 3550, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3551, time_y : 3552, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3553, time_y : 3554, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3555, time_y : 3556, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3557, time_y : 3558, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3559, time_y : 3560, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3561, time_y : 3562, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3563, time_y : 3564, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3565, time_y : 3566, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3567, time_y : 3567, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3568, time_y : 3569, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3570, time_y : 3571, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3572, time_y : 3573, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3574, time_y : 3575, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3576, time_y : 3577, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3578, time_y : 3579, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3580, time_y : 3581, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3582, time_y : 3583, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3584, time_y : 3585, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 3586, time_y : 3587, speed_x : -0.0, speed_y : -0.0, valid : 1}
