SPEED_INFO {time_x : 2267731, time_y : 2267732, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267854, time_y : 2267855, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267856, time_y : 2267857, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267858, time_y : 2267859, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267860, time_y : 2267861, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267862, time_y : 2267863, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267864, time_y : 2267865, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267866, time_y : 2267867, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267868, time_y : 2267869, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267870, time_y : 2267871, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267872, time_y : 2267873, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267874, time_y : 2267875, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267876, time_y : 2267877, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267878, time_y : 2267878, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267879, time_y : 2267880, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267881, time_y : 2267882, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267883, time_y : 2267884, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267885, time_y : 2267886, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267887, time_y : 2267888, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267889, time_y : 2267890, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267891, time_y : 2267892, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267893, time_y : 2267894, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267895, time_y : 2267896, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267897, time_y : 2267898, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267899, time_y : 2267900, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267901, time_y : 2267902, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267903, time_y : 2267904, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267905, time_y : 2267906, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267907, time_y : 2267908, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267909, time_y : 2267910, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267911, time_y : 2267912, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267913, time_y : 2267914, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267915, time_y : 2267916, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267917, time_y : 2267918, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267919, time_y : 2267920, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267921, time_y : 2267922, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267923, time_y : 2267924, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267925, time_y : 2267925, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267926, time_y : 2267927, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267928, time_y : 2267929, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267930, time_y : 2267931, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267932, time_y : 2267933, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267934, time_y : 2267935, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267936, time_y : 2267937, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267938, time_y : 2267939, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267940, time_y : 2267941, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267942, time_y : 2267943, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267944, time_y : 2267945, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267946, time_y : 2267947, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267948, time_y : 2267949, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267950, time_y : 2267951, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267952, time_y : 2267953, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267954, time_y : 2267955, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267956, time_y : 2267957, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267958, time_y : 2267959, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267960, time_y : 2267961, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267962, time_y : 2267963, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267964, time_y : 2267965, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267966, time_y : 2267967, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267968, time_y : 2267969, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267970, time_y : 2267970, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267971, time_y : 2267972, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267973, time_y : 2267974, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267975, time_y : 2267976, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267977, time_y : 2267978, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267979, time_y : 2267980, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267981, time_y : 2267982, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267983, time_y : 2267984, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267985, time_y : 2267986, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267987, time_y : 2267988, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267989, time_y : 2267990, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267991, time_y : 2267992, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267993, time_y : 2267994, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267995, time_y : 2267996, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267997, time_y : 2267998, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2267999, time_y : 2268000, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268001, time_y : 2268002, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268003, time_y : 2268004, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268005, time_y : 2268006, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268007, time_y : 2268008, speed_x : -0.0, speed_y : -0.0, valid : 1}
HEARTBEAT {mode : 0, time : 2268012}
SPEED_SETPOINT {setpoint_x : 0.0, setpoint_y : 0.0}
RAW_SENSOR {time : 2268007, sensor_id : 0, delta_x : 0, delta_y : 0, squal : 101, lift : 0, product_id : 66, srom_id : 4}
RAW_SENSOR {time : 2268008, sensor_id : 1, delta_x : 0, delta_y : 0, squal : 57, lift : 0, product_id : 66, srom_id : 4}
MOTOR_SETPOINT {time : 2268008, motor_x : 0.0, motor_y : 0.0}
SPEED_INFO {time_x : 2268020, time_y : 2268021, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268022, time_y : 2268023, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268024, time_y : 2268025, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268026, time_y : 2268027, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268028, time_y : 2268029, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268030, time_y : 2268031, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268032, time_y : 2268033, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268033, time_y : 2268034, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268035, time_y : 2268036, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268037, time_y : 2268038, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268039, time_y : 2268040, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268041, time_y : 2268042, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268043, time_y : 2268044, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268045, time_y : 2268046, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268047, time_y : 2268048, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268049, time_y : 2268050, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268051, time_y : 2268052, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268053, time_y : 2268054, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268055, time_y : 2268056, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268057, time_y : 2268058, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268059, time_y : 2268060, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268061, time_y : 2268062, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268063, time_y : 2268064, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268065, time_y : 2268066, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268067, time_y : 2268068, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268069, time_y : 2268070, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268071, time_y : 2268072, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268073, time_y : 2268074, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268075, time_y : 2268076, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268077, time_y : 2268078, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268079, time_y : 2268079, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268080, time_y : 2268081, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268082, time_y : 2268083, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268084, time_y : 2268085, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268086, time_y : 2268087, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268088, time_y : 2268089, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268090, time_y : 2268091, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268092, time_y : 2268093, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268094, time_y : 2268095, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268096, time_y : 2268097, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268098, time_y : 2268099, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268100, time_y : 2268101, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268102, time_y : 2268103, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268104, time_y : 2268105, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268106, time_y : 2268107, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268108, time_y : 2268109, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268110, time_y : 2268111, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268112, time_y : 2268113, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268114, time_y : 2268115, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268116, time_y : 2268117, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268118, time_y : 2268119, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268120, time_y : 2268121, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268122, time_y : 2268123, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268124, time_y : 2268125, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268126, time_y : 2268126, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268127, time_y : 2268128, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268129, time_y : 2268130, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268131, time_y : 2268132, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268133, time_y : 2268134, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268135, time_y : 2268136, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268137, time_y : 2268138, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268139, time_y : 2268140, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268141, time_y : 2268142, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268143, time_y : 2268144, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268145, time_y : 2268146, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268147, time_y : 2268148, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268149, time_y : 2268150, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268151, time_y : 2268152, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268153, time_y : 2268154, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268155, time_y : 2268156, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268157, time_y : 2268158, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268159, time_y : 2268160, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268161, time_y : 2268162, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268163, time_y : 2268164, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268165, time_y : 2268166, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268167, time_y : 2268168, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268169, time_y : 2268170, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268171, time_y : 2268171, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268172, time_y : 2268173, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268174, time_y : 2268175, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268176, time_y : 2268177, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268178, time_y : 2268179, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268180, time_y : 2268181, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268182, time_y : 2268183, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268184, time_y : 2268185, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268186, time_y : 2268187, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268188, time_y : 2268189, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268190, time_y : 2268191, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268192, time_y : 2268193, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268194, time_y : 2268195, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268196, time_y : 2268197, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268198, time_y : 2268199, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268200, time_y : 2268201, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268202, time_y : 2268203, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268204, time_y : 2268205, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268206, time_y : 2268207, speed_x : -0.0, speed_y : -0.0, valid : 1}
HEARTBEAT {mode : 0, time : 2268211}
SPEED_SETPOINT {setpoint_x : 0.0, setpoint_y : 0.0}
RAW_SENSOR {time : 2268206, sensor_id : 0, delta_x : 0, delta_y : 0, squal : 100, lift : 0, product_id : 66, srom_id : 4}
RAW_SENSOR {time : 2268207, sensor_id : 1, delta_x : 0, delta_y : 0, squal : 59, lift : 0, product_id : 66, srom_id : 4}
MOTOR_SETPOINT {time : 2268207, motor_x : 0.0, motor_y : 0.0}
SPEED_INFO {time_x : 2268219, time_y : 2268220, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268221, time_y : 2268222, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268223, time_y : 2268224, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268225, time_y : 2268226, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268227, time_y : 2268228, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268229, time_y : 2268230, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268231, time_y : 2268232, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268232, time_y : 2268233, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268234, time_y : 2268235, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268236, time_y : 2268237, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268238, time_y : 2268239, speed_x : -0.0, speed_y : -0.0, valid : 1}
SPEED_INFO {time_x : 2268240, time_y : 2268241, speed_x : -0.0, speed_y : -0.0, valid : 1}
